LOG_ID,BDD,USUARIO,IP,PID,FECHA_1,HORA_1,FECHA_Y_HORA,COMANDO,DURACION,RESULTADO
213,prueba,karen,192.168.1.79,10024,2020-11-25,13:35:13.252,2020-11-25 13:35:13,SELECT,3.220,OK
214,prueba,karen,192.168.1.79,10024,2020-11-25,13:35:13.327,2020-11-25 13:35:13,SELECT,0.708,OK
215,prueba,karen,192.168.1.79,10025,2020-11-25,13:36:13.354,2020-11-25 13:36:13,,0.0,OK
216,prueba,karen,192.168.1.79,10024,2020-11-25,13:36:13.358,2020-11-25 13:36:13,idle,0.0,OK
217,prueba,karen,192.168.1.79,10025,2020-11-25,13:37:13.417,2020-11-25 13:37:13,authentication,0.0,OK
218,prueba,karen,192.168.1.79,10025,2020-11-25,13:37:13.449,2020-11-25 13:37:13,SET,0.213,OK
219,prueba,karen,192.168.1.79,10025,2020-11-25,13:38:13.481,2020-11-25 13:38:13,SELECT,2.259,OK
220,prueba,karen,192.168.1.79,10025,2020-11-25,13:38:13.513,2020-11-25 13:38:13,SELECT,3.893,OK
221,prueba,karen,192.168.1.79,10025,2020-11-25,13:39:13.587,2020-11-25 13:39:13,SELECT,0.879,OK
222,prueba,karen,192.168.1.79,10025,2020-11-25,13:39:13.618,2020-11-25 13:39:13,SELECT,0.957,OK
223,prueba,karen,192.168.1.79,10025,2020-11-25,13:40:13.647,2020-11-25 13:40:13,idle,0.0,OK
224,prueba,karen,192.168.1.79,10028,2020-11-25,13:40:13.998,2020-11-25 13:40:13,,0.0,OK
225,prueba,karen,192.168.1.79,10028,2020-11-25,13:41:14.071,2020-11-25 13:41:13,authentication,0.0,OK
226,prueba,karen,192.168.1.79,10028,2020-11-25,13:41:14.102,2020-11-25 13:41:13,SET,0.171,OK
227,prueba,karen,192.168.1.79,10028,2020-11-25,13:42:14.134,2020-11-25 13:42:13,SELECT,1.712,OK
228,prueba,karen,192.168.1.79,10028,2020-11-25,13:42:14.165,2020-11-25 13:42:13,SELECT,2.603,OK
229,prueba,karen,192.168.1.79,10169,2020-11-25,13:43:18.736,2020-11-25 13:43:18,authentication,0.0,OK
230,prueba,karen,192.168.1.79,10169,2020-11-25,13:43:18.766,2020-11-25 13:43:18,SET,0.200,OK
231,prueba,karen,192.168.1.79,10169,2020-11-25,13:44:18.799,2020-11-25 13:44:18,SELECT,2.900,OK
232,prueba,karen,192.168.1.79,10083,2020-11-25,13:44:38.252,2020-11-25 13:44:37,idle,0.0,OK
233,prueba,karen,192.168.1.79,10169,2020-11-25,13:45:18.667,2020-11-25 13:45:18,,0.0,OK
234,prueba,karen,192.168.1.79,10169,2020-11-25,13:45:18.736,2020-11-25 13:45:18,authentication,0.0,OK
235,prueba,karen,192.168.1.79,10169,2020-11-25,13:46:18.766,2020-11-25 13:46:18,SET,0.200,OK
236,prueba,karen,192.168.1.79,10169,2020-11-25,13:46:18.799,2020-11-25 13:46:18,SELECT,2.900,OK
237,prueba,karen,192.168.1.79,10169,2020-11-25,13:47:18.830,2020-11-25 13:47:18,SELECT,2.557,OK
238,prueba,karen,192.168.1.79,10169,2020-11-25,13:47:19.012,2020-11-25 13:47:18,SELECT,1.215,OK
239,prueba,karen,192.168.1.79,10169,2020-11-25,13:48:19.042,2020-11-25 13:48:18,SELECT,0.630,OK
240,prueba,karen,192.168.1.79,10169,2020-11-25,13:48:19.072,2020-11-25 13:48:18,BEGIN,0.0,OK
241,prueba,karen,192.168.1.79,10169,2020-11-25,13:49:19.103,2020-11-25 13:49:18,UPDATE,0.0,OK
242,prueba,karen,192.168.1.79,10169,2020-11-25,13:49:19.230,2020-11-25 13:49:18,INSERT,0.047,OK
243,prueba,karen,192.168.1.79,10169,2020-11-25,13:50:19.255,2020-11-25 13:50:18,INSERT,0.699,OK
244,prueba,karen,192.168.1.79,10169,2020-11-25,13:50:19.286,2020-11-25 13:50:18,COMMIT,0.0,OK
245,prueba,karen,192.168.1.79,10169,2020-11-25,13:51:19.719,2020-11-25 13:51:18,INSERT,3.894,OK
246,prueba,karen,192.168.1.79,10169,2020-11-25,13:51:19.740,2020-11-25 13:51:18,idle,0.0,OK
247,prueba,karen,192.168.1.79,10172,2020-11-25,13:52:19.820,2020-11-25 13:52:19,,0.0,OK
248,prueba,karen,192.168.1.79,10172,2020-11-25,13:52:19.891,2020-11-25 13:52:19,authentication,0.0,OK
249,prueba,karen,192.168.1.79,10172,2020-11-25,13:53:19.921,2020-11-25 13:53:19,SET,0.180,OK
250,prueba,karen,192.168.1.79,10172,2020-11-25,13:53:19.954,2020-11-25 13:53:19,SELECT,1.703,OK
251,prueba,karen,192.168.1.79,10172,2020-11-25,13:54:19.985,2020-11-25 13:54:19,SELECT,2.853,OK
252,prueba,karen,192.168.1.79,10172,2020-11-25,13:54:20.077,2020-11-25 13:54:19,SELECT,2.058,OK
253,prueba,karen,192.168.1.79,10172,2020-11-25,13:55:20.108,2020-11-25 13:55:19,SELECT,2.386,OK
254,prueba,karen,192.168.1.79,10172,2020-11-25,13:55:20.138,2020-11-25 13:55:19,SELECT,3.206,OK
255,prueba,karen,192.168.1.79,10172,2020-11-25,13:56:20.167,2020-11-25 13:56:19,SELECT,1.219,OK
256,prueba,karen,192.168.1.79,10172,2020-11-25,13:56:20.199,2020-11-25 13:56:19,SELECT,0.418,OK
257,prueba,karen,192.168.1.79,10172,2020-11-25,13:57:20.230,2020-11-25 13:57:19,SELECT,0.809,OK
258,prueba,karen,192.168.1.79,10172,2020-11-25,13:57:20.259,2020-11-25 13:57:19,SELECT,0.745,OK
259,prueba,karen,192.168.1.79,10172,2020-11-25,13:58:20.293,2020-11-25 13:58:19,SELECT,0.575,OK
260,prueba,karen,192.168.1.79,10172,2020-11-25,13:58:20.320,2020-11-25 13:58:19,idle,0.0,OK
261,prueba,karen,192.168.1.79,10173,2020-11-25,13:59:20.341,2020-11-25 13:59:20,,0.0,OK
262,prueba,karen,192.168.1.79,10173,2020-11-25,13:59:20.424,2020-11-25 13:59:20,authentication,0.0,OK
263,prueba,karen,192.168.1.79,10173,2020-11-25,14:00:20.455,2020-11-25 14:00:20,SET,0.172,OK
264,prueba,karen,192.168.1.79,10173,2020-11-25,14:00:20.487,2020-11-25 14:00:20,SELECT,2.310,OK
265,prueba,karen,192.168.1.79,10173,2020-11-25,14:01:20.518,2020-11-25 14:01:20,SELECT,2.676,OK
266,prueba,karen,192.168.1.79,10173,2020-11-25,14:01:20.601,2020-11-25 14:01:20,SELECT,7.820,OK
267,prueba,karen,192.168.1.79,10169,2020-11-25,14:02:18.830,2020-11-25 14:02:18,SELECT,2.557,OK
268,prueba,karen,192.168.1.79,10169,2020-11-25,14:02:19.012,2020-11-25 14:02:18,SELECT,1.215,OK
269,prueba,karen,192.168.1.79,10169,2020-11-25,14:02:19.042,2020-11-25 14:02:18,SELECT,0.630,OK
270,prueba,karen,192.168.1.79,10169,2020-11-25,14:03:19.072,2020-11-25 14:03:18,BEGIN,0.0,OK
271,prueba,karen,192.168.1.79,10169,2020-11-25,14:03:19.103,2020-11-25 14:03:18,UPDATE,0.0,OK
272,prueba,karen,192.168.1.79,10169,2020-11-25,14:03:19.230,2020-11-25 14:03:18,INSERT,7.047,OK
273,prueba,karen,192.168.1.79,10169,2020-11-25,14:03:19.286,2020-11-25 14:03:18,COMMIT,0.0,OK
274,prueba,karen,192.168.1.79,10169,2020-11-25,14:04:19.719,2020-11-25 14:04:18,INSERT,3.894,OK
275,prueba,karen,192.168.1.79,10169,2020-11-25,14:04:19.740,2020-11-25 14:04:18,idle,0.0,OK
276,prueba,karen,192.168.1.79,11461,2020-11-25,14:05:33.093,2020-11-25 14:05:32,SELECT,1.109,OK
277,prueba,karen,192.168.1.79,11461,2020-11-25,14:05:33.123,2020-11-25 14:05:32,idle,0.0,OK
278,prueba,karen,192.168.1.79,11627,2020-11-25,12:27:04.297,2020-11-25 14:27:04,,0.0,OK
279,prueba,karen,192.168.1.79,11627,2020-11-25,14:06:04.362,2020-11-25 14:06:04,authentication,0.0,OK
280,prueba,karen,192.168.1.79,11627,2020-11-25,14:06:04.392,2020-11-25 14:06:04,SET,0.181,OK
281,prueba,karen,192.168.1.79,11627,2020-11-25,14:06:04.424,2020-11-25 14:06:04,SELECT,1.722,OK
282,prueba,karen,192.168.1.79,11627,2020-11-25,14:07:04.456,2020-11-25 14:07:04,SELECT,2.805,OK
283,prueba,karen,192.168.1.79,11627,2020-11-25,14:07:04.547,2020-11-25 14:07:04,SELECT,1.557,OK
284,prueba,karen,192.168.1.79,10172,2020-11-25,14:08:19.820,2020-11-25 14:08:19,,0.0,OK
285,prueba,karen,192.168.1.79,10172,2020-11-25,14:08:19.891,2020-11-25 14:08:19,authentication,0.0,OK
286,prueba,karen,192.168.1.79,10172,2020-11-25,14:08:19.921,2020-11-25 14:08:19,SET,0.180,OK
287,prueba,karen,192.168.1.79,10172,2020-11-25,14:09:19.954,2020-11-25 14:09:19,SELECT,1.703,OK
288,prueba,karen,192.168.1.79,10172,2020-11-25,14:09:19.985,2020-11-25 14:09:19,SELECT,2.853,OK
289,prueba,karen,192.168.1.79,10172,2020-11-25,14:10:20.077,2020-11-25 14:10:19,SELECT,2.058,OK
290,prueba,karen,192.168.1.79,10172,2020-11-25,14:10:20.138,2020-11-25 14:10:19,SELECT,3.206,OK
291,prueba,karen,192.168.1.79,10172,2020-11-25,14:11:20.167,2020-11-25 14:11:19,SELECT,1.219,OK
292,prueba,karen,192.168.1.79,10172,2020-11-25,14:11:20.199,2020-11-25 14:11:19,SELECT,0.418,OK
293,prueba,karen,192.168.1.79,10172,2020-11-25,14:12:20.230,2020-11-25 14:12:19,SELECT,0.809,OK
294,prueba,karen,192.168.1.79,10172,2020-11-25,14:12:20.293,2020-11-25 14:12:19,SELECT,0.575,OK
295,prueba,karen,192.168.1.79,10172,2020-11-25,14:13:20.320,2020-11-25 14:13:19,idle,0.0,OK
296,prueba,karen,192.168.1.79,10173,2020-11-25,14:13:20.341,2020-11-25 14:13:20,,0.0,OK
297,prueba,karen,192.168.1.79,10173,2020-11-25,14:14:20.424,2020-11-25 14:14:20,authentication,0.0,OK
298,prueba,karen,192.168.1.79,10173,2020-11-25,14:14:20.455,2020-11-25 14:14:20,SET,0.172,OK
299,prueba,karen,192.168.1.79,10173,2020-11-25,14:15:20.487,2020-11-25 14:15:20,SELECT,2.310,OK
300,prueba,karen,192.168.1.79,10173,2020-11-25,14:15:20.518,2020-11-25 14:15:20,SELECT,2.676,OK
301,prueba,karen,192.168.1.79,10176,2020-11-25,14:16:20.619,2020-11-25 14:16:20,,0.0,OK
302,prueba,karen,192.168.1.79,10173,2020-11-25,14:16:20.625,2020-11-25 14:16:20,idle,0.0,OK
303,prueba,karen,192.168.1.79,10176,2020-11-25,14:16:20.684,2020-11-25 14:16:20,authentication,0.0,OK
304,prueba,karen,192.168.1.79,10176,2020-11-25,14:17:20.715,2020-11-25 14:17:20,SET,0.194,OK
305,prueba,karen,192.168.1.79,10176,2020-11-25,14:17:20.747,2020-11-25 14:17:20,SELECT,1.759,OK
306,prueba,karen,192.168.1.79,10176,2020-11-25,14:18:20.780,2020-11-25 14:18:20,SELECT,4.476,OK
307,prueba,karen,192.168.1.79,13849,2020-11-25,14:18:42.187,2020-11-25 14:18:41,SELECT,0.210,OK
308,prueba,karen,192.168.1.79,13849,2020-11-25,14:19:42.208,2020-11-25 14:19:41,idle,0.0,OK
309,prueba,karen,192.168.1.79,13931,2020-11-25,14:19:20.758,2020-11-25 14:19:20,,0.0,OK
310,prueba,karen,192.168.1.79,13931,2020-11-25,14:20:20.827,2020-11-25 14:20:20,authentication,0.0,OK
311,prueba,karen,192.168.1.79,13931,2020-11-25,14:20:20.857,2020-11-25 14:20:20,SET,0.232,OK
312,prueba,karen,192.168.1.79,13931,2020-11-25,14:21:20.890,2020-11-25 14:21:20,SELECT,1.699,OK
313,prueba,karen,192.168.1.79,13931,2020-11-25,14:21:20.921,2020-11-25 14:21:20,SELECT,2.625,OK
314,prueba,karen,192.168.1.79,80803,2020-11-25,14:22:55.229,2020-11-25 14:22:55,authentication,0.0,OK
315,prueba,karen,192.168.1.79,80803,2020-11-25,14:22:55.231,2020-11-25 14:22:55,SET,0.144,OK
316,prueba,karen,192.168.1.79,80803,2020-11-25,14:23:55.234,2020-11-25 14:23:55,SELECT,1.564,OK
317,prueba,karen,192.168.1.79,80803,2020-11-25,14:23:55.237,2020-11-25 14:23:55,SELECT,2.541,OK
318,prueba,karen,192.168.1.79,80803,2020-11-25,14:24:55.241,2020-11-25 14:24:55,INSERT,1.508,OK
319,prueba,karen,192.168.1.79,80803,2020-11-25,14:24:55.244,2020-11-25 14:24:55,idle,0.0,OK
320,prueba,karen,192.168.1.79,80804,2020-11-25,14:24:55.272,2020-11-25 14:24:55,,0.0,OK
321,prueba,karen,192.168.1.79,80804,2020-11-25,14:25:55.272,2020-11-25 14:25:55,authentication,0.0,OK
322,prueba,karen,192.168.1.79,80804,2020-11-25,14:25:55.274,2020-11-25 14:25:55,SET,0.132,OK
323,prueba,karen,192.168.1.79,80804,2020-11-25,14:25:55.277,2020-11-25 14:25:55,SELECT,1.415,OK
324,prueba,karen,192.168.1.79,80804,2020-11-25,14:26:55.279,2020-11-25 14:26:55,SELECT,2.321,OK
325,prueba,karen,192.168.1.79,80804,2020-11-25,14:26:55.284,2020-11-25 14:26:55,INSERT,1.477,OK
326,prueba,karen,192.168.1.79,80804,2020-11-25,14:26:55.286,2020-11-25 14:26:55,idle,0.0,OK
327,prueba,karen,192.168.1.79,80805,2020-11-25,14:27:55.318,2020-11-25 14:27:55,,0.0,OK
328,prueba,karen,192.168.1.79,80805,2020-11-25,14:27:55.318,2020-11-25 14:27:55,authentication,0.0,OK
329,prueba,karen,192.168.1.79,80805,2020-11-25,14:27:55.320,2020-11-25 14:27:55,SET,0.139,OK
330,prueba,karen,192.168.1.79,80805,2020-11-25,14:28:55.323,2020-11-25 14:28:55,SELECT,1.409,OK
331,prueba,karen,192.168.1.79,80805,2020-11-25,14:28:55.326,2020-11-25 14:28:55,SELECT,2.474,OK
332,prueba,karen,192.168.1.79,80805,2020-11-25,14:29:55.330,2020-11-25 14:29:55,INSERT,1.455,OK
333,prueba,karen,192.168.1.79,80805,2020-11-25,14:29:55.332,2020-11-25 14:29:55,idle,0.0,OK
334,prueba,karen,192.168.1.79,80806,2020-11-25,14:29:55.374,2020-11-25 14:29:55,,0.0,OK
335,prueba,karen,192.168.1.79,80806,2020-11-25,14:29:55.374,2020-11-25 14:29:55,authentication,0.0,OK
336,prueba,karen,192.168.1.79,80806,2020-11-25,14:29:55.376,2020-11-25 14:29:55,SET,0.134,OK
337,prueba,karen,192.168.1.79,80806,2020-11-25,14:29:55.379,2020-11-25 14:29:55,SELECT,1.440,OK
338,prueba,karen,192.168.1.79,80806,2020-11-25,14:30:55.382,2020-11-25 14:30:55,SELECT,2.623,OK
339,prueba,karen,192.168.1.79,80806,2020-11-25,14:30:55.386,2020-11-25 14:30:55,INSERT,1.367,OK
340,prueba,karen,192.168.1.79,80806,2020-11-25,14:30:55.388,2020-11-25 14:30:55,idle,0.0,OK
341,prueba,karen,192.168.1.79,80807,2020-11-25,14:30:55.413,2020-11-25 14:30:55,authentication,0.0,OK
342,prueba,karen,192.168.1.79,10176,2020-11-25,14:31:20.619,2020-11-25 14:31:20,,0.0,OK
343,prueba,karen,192.168.1.79,10173,2020-11-25,14:31:20.625,2020-11-25 14:31:20,idle,0.0,OK
344,prueba,karen,192.168.1.79,10176,2020-11-25,14:32:20.684,2020-11-25 14:32:20,authentication,0.0,OK
345,prueba,karen,192.168.1.79,10176,2020-11-25,14:32:20.715,2020-11-25 14:32:20,SET,0.194,OK
346,prueba,karen,192.168.1.79,10176,2020-11-25,14:33:20.747,2020-11-25 14:33:20,SELECT,1.759,OK
347,prueba,karen,192.168.1.79,10176,2020-11-25,14:33:20.780,2020-11-25 14:33:20,SELECT,4.476,OK
348,prueba,karen,192.168.1.79,10176,2020-11-25,14:34:20.878,2020-11-25 14:34:20,SELECT,2.613,OK
349,prueba,karen,192.168.1.79,10176,2020-11-25,14:34:20.900,2020-11-25 14:34:20,idle,0.0,OK
350,prueba,karen,192.168.1.79,10187,2020-11-25,14:35:25.885,2020-11-25 14:35:25,,0.0,OK
351,prueba,karen,192.168.1.79,10187,2020-11-25,14:35:25.951,2020-11-25 14:35:25,authentication,0.0,OK
352,prueba,karen,192.168.1.79,10187,2020-11-25,14:36:25.983,2020-11-25 14:36:25,SET,0.177,OK
353,prueba,karen,192.168.1.79,10187,2020-11-25,14:36:26.014,2020-11-25 14:36:25,SELECT,1.642,OK
354,prueba,karen,192.168.1.79,10187,2020-11-25,14:37:26.046,2020-11-25 14:37:25,SELECT,3.637,OK
355,prueba,karen,192.168.1.79,10187,2020-11-25,14:37:26.119,2020-11-25 14:37:25,idle,0.0,OK
356,prueba,karen,192.168.1.79,11440,2020-11-25,14:38:29.165,2020-11-25 14:38:29,,0.0,OK
357,prueba,karen,192.168.1.79,11440,2020-11-25,14:38:29.242,2020-11-25 14:38:29,authentication,0.0,OK
358,prueba,karen,192.168.1.79,11440,2020-11-25,14:39:29.280,2020-11-25 14:39:29,SELECT,7.530,OK
359,prueba,karen,192.168.1.79,11440,2020-11-25,14:39:29.304,2020-11-25 14:39:29,idle,0.0,OK
360,prueba,karen,192.168.1.79,11443,2020-11-25,14:40:29.749,2020-11-25 14:40:29,,0.0,OK
361,prueba,karen,192.168.1.79,11443,2020-11-25,14:40:29.818,2020-11-25 14:40:29,authentication,0.0,OK
362,prueba,karen,192.168.1.79,11443,2020-11-25,14:41:29.857,2020-11-25 14:41:29,SELECT,7.801,OK
363,prueba,karen,192.168.1.79,11444,2020-11-25,14:41:29.874,2020-11-25 14:41:29,,0.0,OK
364,prueba,karen,192.168.1.79,11444,2020-11-25,14:42:29.941,2020-11-25 14:42:29,authentication,0.0,OK
365,prueba,karen,192.168.1.79,11444,2020-11-25,14:42:29.973,2020-11-25 14:42:29,SET,0.212,OK
366,prueba,karen,192.168.1.79,11444,2020-11-25,14:43:30.032,2020-11-25 14:43:29,SELECT,0.962,OK
367,prueba,karen,192.168.1.79,11444,2020-11-25,14:43:30.069,2020-11-25 14:43:29,SELECT,4.642,OK
368,prueba,karen,192.168.1.79,11444,2020-11-25,14:44:30.159,2020-11-25 14:44:29,SELECT,1.253,OK
369,prueba,karen,192.168.1.79,11444,2020-11-25,14:44:30.202,2020-11-25 14:44:29,INSERT,3.003,OK
370,prueba,karen,192.168.1.79,11444,2020-11-25,14:45:30.236,2020-11-25 14:45:29,UPDATE,0.0,OK
371,prueba,karen,192.168.1.79,11444,2020-11-25,14:45:30.275,2020-11-25 14:45:29,SELECT,9.779,OK
372,prueba,karen,192.168.1.79,11444,2020-11-25,14:46:30.297,2020-11-25 14:46:29,SELECT,0.516,OK
373,prueba,karen,192.168.1.79,11444,2020-11-25,14:46:30.329,2020-11-25 14:46:29,SELECT,1.382,OK
374,prueba,karen,192.168.1.79,11444,2020-11-25,14:47:30.359,2020-11-25 14:47:29,UPDATE,0.0,OK
375,prueba,karen,192.168.1.79,11444,2020-11-25,14:47:30.390,2020-11-25 14:47:29,INSERT,1.469,OK
376,prueba,karen,192.168.1.79,11443,2020-11-25,14:48:30.419,2020-11-25 14:48:29,idle,0.0,OK
377,prueba,karen,192.168.1.79,11444,2020-11-25,14:48:30.419,2020-11-25 14:48:29,idle,0.0,OK
378,prueba,karen,192.168.1.79,11445,2020-11-25,14:49:30.485,2020-11-25 14:49:30,,0.0,OK
379,prueba,karen,192.168.1.79,11445,2020-11-25,14:49:30.556,2020-11-25 14:49:30,authentication,0.0,OK
380,prueba,karen,192.168.1.79,11445,2020-11-25,14:49:30.586,2020-11-25 14:49:30,SET,0.236,OK
381,prueba,karen,192.168.1.79,11445,2020-11-25,14:50:30.619,2020-11-25 14:50:30,SELECT,2.591,OK
382,prueba,karen,192.168.1.79,11445,2020-11-25,14:50:30.649,2020-11-25 14:50:30,SELECT,2.638,OK
383,prueba,karen,192.168.1.79,11445,2020-11-25,14:51:30.725,2020-11-25 14:51:30,idle,0.0,OK
384,prueba,karen,192.168.1.79,11449,2020-11-25,14:51:30.815,2020-11-25 14:51:30,,0.0,OK
385,prueba,karen,192.168.1.79,11449,2020-11-25,14:51:30.892,2020-11-25 14:51:30,authentication,0.0,OK
386,prueba,karen,192.168.1.79,11449,2020-11-25,14:52:30.922,2020-11-25 14:52:30,SET,0.175,OK
387,prueba,karen,192.168.1.79,11449,2020-11-25,14:52:30.955,2020-11-25 14:52:30,SELECT,1.726,OK
388,prueba,karen,192.168.1.79,11449,2020-11-25,14:53:30.985,2020-11-25 14:53:30,SELECT,2.760,OK
389,prueba,karen,192.168.1.79,11449,2020-11-25,14:53:31.082,2020-11-25 14:53:30,SELECT,1.638,OK
390,prueba,karen,192.168.1.79,11452,2020-11-25,14:54:31.102,2020-11-25 14:54:31,,0.0,OK
391,prueba,karen,192.168.1.79,11449,2020-11-25,14:54:31.107,2020-11-25 14:54:30,idle,0.0,OK
392,prueba,karen,192.168.1.79,11452,2020-11-25,14:55:31.166,2020-11-25 14:55:31,authentication,0.0,OK
393,prueba,karen,192.168.1.79,11452,2020-11-25,14:55:31.196,2020-11-25 14:55:31,SET,0.180,OK
394,prueba,karen,192.168.1.79,11452,2020-11-25,14:56:31.229,2020-11-25 14:56:31,SELECT,2.095,OK
395,prueba,karen,192.168.1.79,11452,2020-11-25,14:56:31.261,2020-11-25 14:56:31,SELECT,4.084,OK
396,prueba,karen,192.168.1.79,11452,2020-11-25,14:57:31.337,2020-11-25 14:57:31,SELECT,0.938,OK
397,prueba,karen,192.168.1.79,11452,2020-11-25,14:57:31.367,2020-11-25 14:57:31,SELECT,0.725,OK
398,prueba,karen,192.168.1.79,11452,2020-11-25,14:58:31.396,2020-11-25 14:58:31,idle,0.0,OK
399,prueba,karen,192.168.1.79,11454,2020-11-25,14:58:31.397,2020-11-25 14:58:31,,0.0,OK
400,prueba,karen,192.168.1.79,11454,2020-11-25,14:59:31.473,2020-11-25 14:59:31,authentication,0.0,OK
401,prueba,karen,192.168.1.79,11454,2020-11-25,14:59:31.504,2020-11-25 14:59:31,SET,0.223,OK
402,prueba,karen,192.168.1.79,11454,2020-11-25,15:00:31.536,2020-11-25 15:00:31,SELECT,1.683,OK
403,prueba,karen,192.168.1.79,12588,2020-11-25,15:00:35.874,2020-11-25 15:00:35,SELECT,0.488,OK
404,prueba,karen,192.168.1.79,12588,2020-11-25,15:01:35.905,2020-11-25 15:01:35,idle,0.0,OK
405,prueba,karen,192.168.1.79,12610,2020-11-25,15:01:44.546,2020-11-25 15:01:44,,0.0,OK
406,prueba,karen,192.168.1.79,12610,2020-11-25,15:02:44.624,2020-11-25 15:02:44,authentication,0.0,OK
407,prueba,karen,192.168.1.79,12610,2020-11-25,15:02:44.654,2020-11-25 15:02:44,SET,0.378,OK
408,prueba,karen,192.168.1.79,12610,2020-11-25,15:03:44.685,2020-11-25 15:03:44,SELECT,2.190,OK
409,prueba,karen,192.168.1.79,12610,2020-11-25,15:03:44.717,2020-11-25 15:03:44,SELECT,2.671,OK
410,prueba,karen,192.168.1.79,12610,2020-11-25,15:04:44.808,2020-11-25 15:04:44,SELECT,1.597,OK
411,prueba,karen,192.168.1.79,12610,2020-11-25,15:04:44.839,2020-11-25 15:04:44,SELECT,1.906,OK
412,prueba,karen,192.168.1.79,12610,2020-11-25,15:05:44.872,2020-11-25 15:05:44,SELECT,4.015,OK
413,prueba,karen,192.168.1.79,12610,2020-11-25,15:05:44.899,2020-11-25 15:05:44,SELECT,1.369,OK
414,prueba,karen,192.168.1.79,12610,2020-11-25,15:06:44.929,2020-11-25 15:06:44,SELECT,0.590,OK
415,prueba,karen,192.168.1.79,12610,2020-11-25,15:06:44.960,2020-11-25 15:06:44,SELECT,0.871,OK
416,prueba,karen,192.168.1.79,12610,2020-11-25,15:07:44.990,2020-11-25 15:07:44,SELECT,0.845,OK
417,prueba,karen,192.168.1.79,12610,2020-11-25,15:07:45.428,2020-11-25 15:07:44,SELECT,0.591,OK
418,prueba,karen,192.168.1.79,12610,2020-11-25,15:08:45.817,2020-11-25 15:08:44,SELECT,1.834,OK
419,prueba,karen,192.168.1.79,12610,2020-11-25,15:08:46.217,2020-11-25 15:08:44,SELECT,3.535,OK
420,prueba,karen,192.168.1.79,12610,2020-11-25,15:09:46.248,2020-11-25 15:09:44,SELECT,0.447,OK
421,prueba,karen,192.168.1.79,12610,2020-11-25,15:09:46.279,2020-11-25 15:09:44,SELECT,0.686,OK
422,prueba,karen,192.168.1.79,12610,2020-11-25,15:10:46.308,2020-11-25 15:10:44,SELECT,0.533,OK
423,prueba,karen,192.168.1.79,12610,2020-11-25,15:10:46.340,2020-11-25 15:10:44,idle,0.0,OK
424,prueba,karen,192.168.1.79,12627,2020-11-25,15:11:52.881,2020-11-25 15:11:52,,0.0,OK
